centro_titular|municipio_codigo|distrito_nombre|direccion_via_nombre|centro_tipo_descripcion|dat_codigo|direccion_codigo_postal|centro_titularidad|contacto_telefono2|contacto_telefono3|centro_tipo_desc_abreviada|direccion_numero|contacto_telefono1|centro_codigo|contacto_web|dat_nombre|centro_tipo_codigo|municipio_nombre|distrito_codigo|contacto_fax|direccion_coor_y|direccion_coor_x|direccion_via_tipo|centro_nombre|contacto_telefono4|contacto_email1|promedio_x|promedio_y|distancia|row_num
PADRES CARMELITAS, PROVINCIA BETICA|079|Fuencarral-El Pardo|de Marcos de Orueta|CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA|5|28034|PRIVADO CONCERTADO|917291474||CPR PRI-SEC|15|913584136|28014107|http://www.educa.madrid.org/cc.sanjosebegona.madrid|Madrid-Capital|073|Madrid|08|913340065|4481800.0|441775.0|CALLE|SAN JOSE DE BEGOÑA||cc.sanjosebegona.madrid@educa.madrid.org|441775.0|4481800.0|0.0|1
PADRES FRANCISCANOS MENORES CONVENTUALES|079|Latina|de El Greco|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28011|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|16|915267161|28009033|http://www.sanbuenaventura.org|Madrid-Capital|072|Madrid|10||4473264.0|436603.0|CALLE|SAN BUENAVENTURA||cc.sanbuenaventura.madrid@educa.madrid.org|436603.0|4473264.0|0.0|1
PADRES FRANCISCANOS TERCERA ORDEN REGULAR|079|Puente de Vallecas|de San Diego|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28018|PRIVADO CONCERTADO|914781998||CPR INF-PRI-SEC|63|914781997|28013607|http://www.raimundolulio.org|Madrid-Capital|072|Madrid|13||4470890.0|443317.0|AVDA|RAIMUNDO LULIO||cc.raimundolulio.madrid@educa.madrid.org|443317.0|4470890.0|0.0|1
PADRES PASIONISTAS|005||Daganzo|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|3|28800|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|k 2,5|918890650|28000406|http://www.educa.madrid.org/cc.sangabriel.alcala|Madrid-Este|072|Alcalá de Henares||918871277|4483263.0|467137.0|CTRA|SAN GABRIEL||cc.sangabriel.alcala@educa.madrid.org|467137.0|4483263.0|0.0|1
PADRES REDENTORISTAS|079|Latina|de Tembleque|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28024|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|104|917176946|28011970|http://www.gamodiana.es|Madrid-Capital|072|Madrid|10|917181358|4471572.0|435312.0|CALLE|GAMO DIANA||cc.gamodiana.madrid@educa.madrid.org|435312.0|4471572.0|0.0|1
PADRES SALESIANOS|079|Ciudad Lineal|de Santo Domingo Savio|CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA|5|28017|PRIVADO CONCERTADO|913683094||CPR PRI-SEC|2|913683100|28014651|http://www.educa.madrid.org/cc.santodomingosavio.madrid|Madrid-Capital|073|Madrid|15|913689067|4475721.0|446202.0|CALLE|SANTO DOMINGO SAVIO||cc.santodomingosavio.madrid@educa.madrid.org|446202.0|4475721.0|0.0|1
PADRES SOMASCOS|013||de las Moreras|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28300|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|217|918921200|28001563|http://www.educa.madrid.org/cc.apostolsantiago.aranjuez|Madrid-Sur|072|Aranjuez||918921009|4431847.0|449686.0|CALLE|APOSTOL SANTIAGO||cc.apostolsantiago.aranjuez@educa.madrid.org|449686.0|4431847.0|0.0|1
PADRES TERCIARIOS CAPUCHINOS|079|Carabanchel|de Eugenia de Montijo|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28025|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|53|914628683|28014533|http://www.colegiosantarita.es|Madrid-Capital|072|Madrid|11|914618210|4470285.0|436801.0|CALLE|SANTA RITA||cc.santarita.madrid@educa.madrid.org|436801.0|4470285.0|0.0|1
PAIDES, S.L.|115||de la Vía Láctea|ESCUELA INFANTIL PRIVADA|4|28224|PRIVADO|695361961||EIPR|22|913511157|28058238||Madrid-Oeste|008|Pozuelo de Alarcón|||4476961.0|432645.0|CALLE|PAIDES||direccion@paides.com|432645.0|4476961.0|0.0|1
PAIDOPOLIS, S.A.|152||Gabriel Enríquez de la Orden|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|4|28250|PRIVADO|916305411||CPR INF-PRI-SEC|27|916305411|28043156|http://www.educa.madrid.org/cpr.lossauces-torrelodones.torrelodones|Madrid-Oeste|072|Torrelodones||916305378|4491157.0|423979.0|AVDA|LOS SAUCES||torrelodones@colegiolossauces.com|423979.0|4491157.0|0.0|1
PALOMA GONZALEZ GONZALEZ|079|Chamberí|de Fernando el Católico|ESCUELA INFANTIL PRIVADA|5|28015|PRIVADO|||EIPR|61|915445466|28033394||Madrid-Capital|008|Madrid|07||4476198.0|439370.0|CALLE|AGARIMO||palomagonza@yahoo.es|439370.0|4476198.0|0.0|1
PARQUE CONDE DE ORGAZ S.L.|079|Hortaleza|de Gregorio Benítez|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28043|PRIVADO|913884066||CPR INF-PRI-SEC|25|913001344|28017996|http://www.montessori.es|Madrid-Capital|072|Madrid|16|913884066|4477930.0|445281.0|CALLE|PARQUE CONDE DE ORGAZ||secretaria.academica@montessori.es|445281.0|4477930.0|0.0|1
PARROQUIA CRUCIFIXION DEL SEÑOR|079|Latina|de Cuart de Poblet|CENTRO PRIVADO DE EDUCACIÓN DE PERSONAS ADULTAS|5|28047|PRIVADO|||CPRIEPA|6|914654789|28042565||Madrid-Capital|037|Madrid|10|0|4472111.0|436199.0|CALLE|NAZARET|||436199.0|4472111.0|0.0|1
PARROQUIA DE NUESTRA SEÑORA DEL ROSARIO DE FATIMA|079|Ciudad Lineal|de Alcalá|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28027|PRIVADO CONCERTADO|628564650||CPR INF-PRI|292|913260455|28008296|http://www.educa.madrid.org/cc.nsfatima.madrid|Madrid-Capital|015|Madrid|15|913260455|4475973.0|444793.0|CALLE|NUESTRA SEÑORA DE FATIMA||cc.nsfatima.madrid@educa.madrid.org|444793.0|4475973.0|0.0|1
PARROQUIA DE SAN IGNACIO DE LOYOLA|152||de Andrés Vergara|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|4|28250|PRIVADO CONCERTADO|918541919||CPR INF-PRI-SEC|5|918544989|28025166|http://www.sanignaciotorrelodones.com/|Madrid-Oeste|072|Torrelodones||918544988|4492238.0|419326.0|PASEO|SAN IGNACIO DE LOYOLA||cc.sanignaciodeloyola.torrelodones@educa.madrid.org|419326.0|4492238.0|0.0|1
PARROQUIA DE SAN JAIME APOSTOL|079|Villaverde|de Juan José Martínez Seco|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28021|PRIVADO CONCERTADO|630453898||CPR INF-PRI-SEC|54|917980889|28009185||Madrid-Capital|072|Madrid|17|917230249|4466994.0|441563.0|CALLE|SAN JAIME APOSTOL||cc.sanjaimeapostol.madrid@educa.madrid.org|441563.0|4466994.0|0.0|1
PARROQUIA DE SAN PEDRO APOSTOL|006||de Felipe Álvarez Gadea|ESCUELA INFANTIL PRIVADA|1|28100|PRIVADO CONCERTADO|656440108||EIPR|1|916535721|28000625||Madrid-Norte|008|Alcobendas||916535721|4488013.0|446447.0|PLAZA|SAN PEDRO APOSTOL||cc.sanpedroapostol.alcobendas@educa.madrid.org|446447.0|4488013.0|0.0|1
PARROQUIA DE SAN SIMON Y SAN JUDAS|079|Usera|de Trévelez|ESCUELA INFANTIL PRIVADA|5|28041|PRIVADO CONCERTADO|648820057||EIPR|s/n|913179288|28058391||Madrid-Capital|008|Madrid|12||4469119.0|440486.0|CALLE|SAN SIMON Y SAN JUDAS||cc.sansimonysanjudas.madrid@educa.madrid.org|440486.0|4469119.0|0.0|1
PARROQUIA DE SAN VICTOR|079|Fuencarral-El Pardo|de Pico Salvaguardia|ESCUELA INFANTIL PRIVADA|5|28035|PRIVADO CONCERTADO|||EIPR|s/n|917387714|28056862|http://www.educacioninfantilsanvictor.es|Madrid-Capital|008|Madrid|08|917387714|4481488.0|439006.0|PLAZA|SAN VICTOR||cc.sanvictor.madrid@educa.madrid.org|439006.0|4481488.0|0.0|1
PARROQUIA DE STA.ROSALIA|079|Hortaleza|de Motilla del Palancar|ESCUELA INFANTIL PRIVADA|5|28043|PRIVADO CONCERTADO|690010214||EIPR|36|913001988|28045542||Madrid-Capital|008|Madrid|16|913001988|4479679.0|446509.0|CALLE|SANTA ROSALIA||cc.santarosalia.madrid@educa.madrid.org|446509.0|4479679.0|0.0|1
PARROQUIA NUESTRA SEÑORA DE LOS DOLORES|079|Chamberí|de San Bernardo|ESCUELA INFANTIL PRIVADA|5|28015|PRIVADO CONCERTADO|||EIPR|99|914483426|28008259||Madrid-Capital|008|Madrid|07||4475822.0|440120.0|CALLE|NUESTRA SEÑORA DE LOS DOLORES||eidolores@yahoo.es|440120.0|4475822.0|0.0|1
PATRICIA BRAVO ESCUDERO|058||de Málaga|ESCUELA INFANTIL PRIVADA|2|28945|PRIVADO|||EIPR|30|916066352|28058330||Madrid-Sur|008|Fuenlabrada||916066352|4460020.0|432368.0|CALLE|EL ABETO||eielabeto@hotmail.com|432368.0|4460020.0|0.0|1
PATRICIA MARIN GOMEZ / LAURA GARCIA GONZALEZ (47046300F)|079|Hortaleza|de Santa Susana|ESCUELA INFANTIL PRIVADA|5|28033|PRIVADO|638233548||EIPR|30|913839795|28062412|http://www.laguardedelhuerto.com|Madrid-Capital|008|Madrid|16||4481143.0|445260.0|CALLE|LA GUARDE DEL HUERTO||lauraypatri@laguardedelhuerto.com|445260.0|4481143.0|0.0|1
PATRONATO DE HUERFANOS DE LA ARMADA|079|Ciudad Lineal|de Arturo Soria|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28033|PRIVADO|913795604|913124935|CPR INF-PRI-SEC|285|913124929|28013383|http://www.colegiocha.com|Madrid-Capital|072|Madrid|15|913795592|4480360.0|443388.0|CALLE|HUERFANOS DE LA ARMADA||secretaria@colegiocha.com|443388.0|4480360.0|0.0|1
PATRONATO HUERFANOS DEL EJECITO DEL AIRE N.SRA.DE LORETO|079|San Blas-Canillejas|del General Aranaz|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28027|PRIVADO|917430118||CPR INF-PRI-SEC|66|917430100|28028659||Madrid-Capital|072|Madrid|20|917430101|4477440.0|445574.0|CALLE|NUESTRA SEÑORA DE LORETO||secretariatecnica@cnsloreto.com|445574.0|4477440.0|0.0|1
PATRONATO MUNICIPAL|006||de la Magia|ESCUELA MUNICIPAL DE EDUCACIÓN DE PERSONAS ADULTAS|1|28100|PÚBLICO|||E.M.EPA|4|916626062|28036760|http://www.educa.madrid.org/cepa.universidadpopular.alcobendas|Madrid-Norte|032|Alcobendas||912771191|4488372.0|445510.0|AVDA|UNIVERSIDAD POPULAR MIGUEL DELIBES||cepa.universidadpopular.alcobendas@educa.madrid.org|445510.0|4488372.0|0.0|1
PATRONATO PADRE PULGAR|079|Villa de Vallecas|de San Jaime|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28031|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|21|913030140|28008910|sagrado-corazon.net|Madrid-Capital|072|Madrid|18||4470130.0|446790.0|CALLE|SAGRADO CORAZON||cc.sgdocorazon.madrid@educa.madrid.org|446790.0|4470130.0|0.0|1
PEDRO PINEDO CANTON|079|Salamanca|de Núñez de Balboa|CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA|5|28001|PRIVADO|608567386||CPR ES|10|914317414|28018769|http://www.academiaaries.com|Madrid-Capital|045|Madrid|04|914316088|4474904.0|442077.0|CALLE|ARIES||admision@academiaaries.com|442077.0|4474904.0|0.0|1
PELANCHA, S.L.|080||del Moncayo|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|4|28221|PRIVADO|||CPR INF|54|916385251|28059863||Madrid-Oeste|004|Majadahonda||916345026|4481405.0|426384.0|CALLE|JAUJA||escuelajauja@yahoo.es|422160.5|4481855.0|4247.405355037355|1
PEQUEÑO PRINCIPE SOC.COOP.LTDA.|074||Aragón|CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA|2|28913|PRIVADO|692210615|646609838|CPR PRI-SEC|21-23|916947957|28044631|www.colegioprincipe.com|Madrid-Sur|073|Leganés||916944374|4464805.0|433438.0|CALLE|PEQUEÑO PRINCIPE||colegio@colegioprincipe.com|433438.0|4464805.0|0.0|1
PEREZ AGUIAR, S.L.|127||Peguerinos|ESCUELA INFANTIL PRIVADA|4|28231|PRIVADO|646154039||EIPR|4|916388825|28060415||Madrid-Oeste|008|Rozas de Madrid, Las|||4481967.0|426683.0|CALLE|YELLOWSTONE||escuelainfantilyellowstone@gmail.com|427116.5|4481395.0|717.7090287853428|1
PILAR ALBA DE DIEGO|040||del Prado Redondo|ESCUELA INFANTIL PRIVADA|2|28350|PRIVADO|647536563||EIPR|48|918933998|28058378||Madrid-Sur|008|Ciempozuelos||918933998|4445062.0|446839.0|CALLE|COLORINES||albadiego_pili@hotmail.com|446839.0|4445062.0|0.0|1
PINARES LLANOS, S.L.|092||Hermanos Grimm|ESCUELA INFANTIL PRIVADA|2|28935|PRIVADO|||EIPR|42|916172356|28046133||Madrid-Sur|008|Móstoles|||4463915.0|424901.0|CALLE|EL DUENDE||guard_elduende@yahoo.es|424901.0|4463915.0|0.0|1
PINOCHO EDUCACION, S.L. UNIPERSONAL|079|Retiro|de Cavanilles|ESCUELA INFANTIL PRIVADA|5|28007|PRIVADO|656900819||EIPR|36|914334475|28062655|http://www.colegioinfantilpinocho.com|Madrid-Capital|008|Madrid|03||4473001.0|442682.0|CALLE|PINOCHO||administracion@colegioinfantilpinocho.com|442682.0|4473001.0|0.0|1
POMME D'API, S.L.|079|Hortaleza|de los Madroños|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|5|28043|PRIVADO|||CEXTRAN ESP|69|913882764|28045116||Madrid-Capital|094|Madrid|16||4478585.0|446491.0|AVDA|ECOLE MATERNELLE FRANÇAISE POMME D'API (FRANCES)||pommedapi@ecolepommedapi.com|446491.0|4478585.0|0.0|1
PRACTIVOX, S.L.|079|Centro|de Atocha|CENTRO PRIVADO DE EDUCACIÓN DE PERSONAS ADULTAS|5|28014|PRIVADO|914293000||CPRIEPA|93|913690029|28036802|http://www.practivox.net|Madrid-Capital|037|Madrid|01|914291408|4473621.0|440920.0|CALLE|PRACTIVOX||practivox@telefonica.net|440920.0|4473621.0|0.0|1
PROACACIAS EDUCACIÓN,  S. L., SDAD. UNIPERSONAL|079|Moncloa-Aravaca|de Francisco de Diego|ESCUELA INFANTIL PRIVADA|5|28040|PRIVADO|607567252||EIPR|44|914502278|28059152|www.escuelainfantilacacias.es|Madrid-Capital|008|Madrid|09||4478708.0|439326.0|CALLE|LAS ACACIAS||proacacias@hotmail.com|439326.0|4478708.0|0.0|1
PROBAL XXI, S.L.L.|092||del Río Llobregat|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28935|PRIVADO CONCERTADO|651534156||CPR INF-PRI-SEC|2|916474159|28023081|https://colegiobalmesmostoles.es/|Madrid-Sur|072|Móstoles|||4463321.0|425613.0|CALLE|BALMES||cc.balmes.mostoles@educa.madrid.org|425613.0|4463321.0|0.0|1
PROFES.ASOCIADOS COL.STA.CRUZ SDAD.COOP.LDA.|079|San Blas-Canillejas|de Miguel Fleta|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28037|PRIVADO CONCERTADO|||CPR INF-PRI|7|913040609|28017777|http://colegiosantacruz.es|Madrid-Capital|015|Madrid|20|913270590|4475870.0|446415.0|CALLE|SANTA CRUZ||cc.santacruz.madrid@educa.madrid.org|446415.0|4475870.0|0.0|1
PROLICON, S.A.|079|Puente de Vallecas|de Peironcely|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28053|PRIVADO CONCERTADO|917858809||CPR INF-PRI-SEC|7|917858714|28011623|http://www.educa.madrid.org/cc.liceoconsul.madrid|Madrid-Capital|072|Madrid|13|917858809|4470368.0|443122.0|CALLE|LICEO CONSUL||cc.liceoconsul.madrid@educa.madrid.org|443122.0|4470368.0|0.0|1
PROLOVE, S.A.|005||de Luis de Medina|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|3|28805|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|12|918893879|28000492|http://www.colegiolopedevega.com|Madrid-Este|072|Alcalá de Henares||918892021|4482228.0|469744.0|CALLE|LOPE DE VEGA||cc.lopedevega.alcala@educa.madrid.org|469744.0|4482228.0|0.0|1
PROMOCION DE JARDINES DE INFANCIA, S.A.|079|Retiro|del Doctor Laguna|ESCUELA INFANTIL PRIVADA|5|28009|PRIVADO|606212241||EIPR|5|914090968|28025920||Madrid-Capital|008|Madrid|03|915735357|4474091.0|442937.0|PLAZA|PROJARDIN RETIRO||retiro@projardin.es|439818.2|4476160.4|3742.90392609822|1
PROMOCION DE JARDINES DE INFANCIA, S.A. (PROJARDIN, S.A.)|123||de los Robles|ESCUELA INFANTIL PRIVADA|3|28523|PRIVADO|606212548||EIPR|27|916663694|28061547||Madrid-Este|008|Rivas-Vaciamadrid|||4468626.0|454587.0|CALLE|PROJARDIN RIVAS||rivas@projardin.es|454587.0|4468626.0|0.0|1
PROMOCION DE JARDINES DE INFANCIA, S.A. (PROJARDIN,S.A.)|079|Ciudad Lineal|de Ramón Patuel|ESCUELA INFANTIL PRIVADA|5|28017|PRIVADO|||EIPR|10|917250134|28056734||Madrid-Capital|008|Madrid|15|917250134|4475490.0|444341.0|CALLE|PROJARDIN VENTAS||ventas@projardin.es|444341.0|4475490.0|0.0|1
PROMOCION DE JARDINES DE INFANCIA, S.A.(PROJARDIN)|079|Fuencarral-El Pardo|de Ramón Camarero|ESCUELA INFANTIL PRIVADA|5|28035|PRIVADO|||EIPR|3|913866104|28049705|http://www.projardin.es|Madrid-Capital|008|Madrid|08|913862620|4481493.0|438160.0|CALLE|PROJARDIN PINAR||pinar@projardin.es|438160.0|4481493.0|0.0|1
PROMOROZAS, S.L.|127||de Atenas|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|4|28232|PRIVADO|636099965|916030381|CPR INF|s/n|636099965|28064330|www.monterozas06.com|Madrid-Oeste|004|Rozas de Madrid, Las|||4485791.0|421869.0|AVDA|MONTERROZAS 06||villamariadolores@gmail.com|421869.0|4485791.0|0.0|1
PROSCIENCIA, SDAD. COOP. MADRILEÑA|007||de Pablo Iglesias|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28922|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|s/n|916437173|28038562|http://www.colegioalkor.com|Madrid-Sur|072|Alcorcón|||4466135.0|428753.0|AVDA|ALKOR||cc.alkor.alcorcon@educa.madrid.org|428753.0|4466135.0|0.0|1
PROSCIENCIA, SOCIEDAD COOPERATIVA MADRILEÑA|007||ASTURIAS|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28922|PRIVADO CONCERTADO|916658590||CPR INF-PRI-SEC|8|916658066|28040519||Madrid-Sur|072|Alcorcón||916658083|4467544.0|426195.0|CALLE|VILLALKOR||cc.villalkor.alcorcon@educa.madrid.org|426195.0|4467544.0|0.0|1
PROVINCIA AGUSTINIANA MATRITENSE|131||Juan de Borbón y Battenberg|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|4|28200|PRIVADO CONCERTADO|918969880||CPR INF-PRI-SEC|2|918905711|28024393|http://www.colegioalfonsoxii.com|Madrid-Oeste|072|San Lorenzo de El Escorial||918903190|4493901.0|403024.0|AVDA|REAL COLEGIO ALFONSO XII||cc.rcalfonsodoce.sanlorenzo@educa.madrid.org|403024.0|4493901.0|0.0|1
PROVINCIA AGUSTINIANA MATRITENSE-PADRES AGUSTINOS|079|Fuencarral-El Pardo|de Fermín Caballero|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28034|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|53|913780099|28015495|http://www.educa.madrid.org/cc.valdeluz.madrid|Madrid-Capital|072|Madrid|08|917387975|4481602.0|440013.0|CALLE|VALDELUZ||cc.valdeluz.madrid@educa.madrid.org|440013.0|4481602.0|0.0|1
PROVINCIA DE HERMANOS MENORES CAPUCHINOS DE ESPAÑA|079|Usera|de Santa María de la Cabeza|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28026|PRIVADO CONCERTADO|914754652||CPR INF-PRI-SEC|115|914765112|28013772|http://www.educa.madrid.org/cc.sagradocorazon.madrid|Madrid-Capital|072|Madrid|12|914755196|4471326.0|439755.0|PASEO|SAGRADO CORAZON||cc.sagradocorazon.madrid@educa.madrid.org|439755.0|4471326.0|0.0|1
PROYECTOS DE EDUCACION INFANTIL LA OCA LOCA, S.L.|903||Escultores|ESCUELA INFANTIL PRIVADA|1|28760|PRIVADO|650099710||EIPR|3|629181617|28063155||Madrid-Norte|008|Tres Cantos|||4496056.0|439813.0|SECT|LA OCA LOCA||escuelaocaloca@yahoo.es|439813.0|4496056.0|0.0|1
PUNTA GALEA S.A.|127||Playa del Sardinero|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|4|28290|PRIVADO CONCERTADO|916302914||CPR INF-PRI-SEC|1|916302641|28041287|http://www.colegio-puntagalea.com|Madrid-Oeste|072|Rozas de Madrid, Las||916302955|4487736.0|423783.0|CALLE|CENTRO EDUCATIVO PUNTA GALEA||cc.puntagalea.lasrozas@educa.madrid.org|423783.0|4487736.0|0.0|1
REAL FEDERACION ESPAÑOLA DE FUTBOL|127||Ramón y Cajal|CENTRO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS GRADO MEDIO Y SUPERIOR|4|28232|PRIVADO|||CAU ENS. DEP. GM/SUP|s/n|914959800|28064019||Madrid-Oeste|220|Rozas de Madrid, Las||914959801|4486173.0|423808.0|CALLE|CIUDAD DEL FUTBOL||ocallejo@rfef.es|423808.0|4486173.0|0.0|1
RELIGIOSAS CARMELITAS MISIONERAS|065||de Dolores Valle|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|2|28909|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|1|916847051|28003092|http://www.educa.madrid.org/cc.santateresa.getafe|Madrid-Sur|072|Getafe||916847552|4464296.0|443798.0|CALLE|SANTA TERESA||cc.santateresa.getafe@educa.madrid.org|443798.0|4464296.0|0.0|1
RELIGIOSAS COMENDADORAS DE SANTIAGO|079|Centro|de las Comendadoras|CENTRO PRIVADO DE EDUCACIÓN INFANTIL|5|28015|PRIVADO CONCERTADO|617865284|689591357|CPR INF|10|915481842|28007085|http://www.comendadoras-madrid.com|Madrid-Capital|004|Madrid|01|915400070|4475438.0|439865.0|PLAZA|COMENDADORAS DE SANTIAGO||comendadoras@telefonica.net|439865.0|4475438.0|0.0|1
RELIGIOSAS DE JESUS MARIA|079|San Blas-Canillejas|de los Hermanos García Noblejas|CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA|5|28037|PRIVADO CONCERTADO|913674645||CPR INF-PRI|17|913670456|28032225||Madrid-Capital|015|Madrid|20|911305633|4476416.0|445996.0|CALLE|JESUS MARIA-NUESTRA SEÑORA CARIDAD DEL COBRE||cc.jmnscaridaddelcobre.madrid@educa.madrid.org|444811.6666666667|4476034.666666667|1244.210816363237|1
RELIGIOSAS DE LA ASUNCION|079|Centro|de Santa Isabel|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28012|PRIVADO CONCERTADO|915273181||CPR INF-PRI-SEC|46|915273183|28009549|http://www.educa.madrid.org/cc.rcsantaisabel.madrid|Madrid-Capital|072|Madrid|01|915289845|4473456.0|440895.0|CALLE|REAL COLEGIO SANTA ISABEL-LA ASUNCION||cc.rcsantaisabel.madrid@educa.madrid.org|443069.0|4476695.666666667|3901.5017763821565|1
RELIGIOSAS DE LA COMPAÑÍA EL SALVADOR|079|Moncloa-Aravaca|de Valdesquí|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28023|PRIVADO|913071244||CPR INF-PRI-SEC|4|913071243|28020272|https://madrid.matersalvatoris.org/|Madrid-Capital|072|Madrid|09|913571595|4479629.0|434561.0|CALLE|MATER SALVATORIS||secretaria@matersalvatoris.org|434561.0|4479629.0|0.0|1
RELIGIOSAS DE LA ORDEN DE NTRA. SRA. DE LA MERCED|903||del Fuego|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|1|28760|PRIVADO CONCERTADO|918062570|918062572|CPR INF-PRI-SEC|9|918062571|28062813|http://www.mercedariastrescantos.es|Madrid-Norte|072|Tres Cantos||918062575|4496052.0|439066.0|CALLE|NUESTRA SEÑORA DE LA MERCED||cc.nsdelamerced.trescantos@educa.madrid.org|439066.0|4496052.0|0.0|1
RELIGIOSAS DE LA ORDEN DE NTRA.SRA.DE LA MERCED|079|Centro|de Valverde|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28004|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|15|915224615|28012779|http://www.educa.madrid.org/cc.mmjuandealarcon.madrid|Madrid-Capital|072|Madrid|01|915327756|4474783.0|440445.0|CALLE|MADRES MERCEDARIAS DE D. JUAN DE ALARCON||cc.mmjuandealarcon.madrid@educa.madrid.org|440445.0|4474783.0|0.0|1
RELIGIOSAS DE LA PUREZA DE MARIA|079|Retiro|de Lira|CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA|5|28007|PRIVADO CONCERTADO|||CPR INF-PRI-SEC|10|915736001|28013565|http://www.educa.madrid.org/cc.purezademaria.madrid|Madrid-Capital|072|Madrid|03|914091150|4473269.0|443310.0|CALLE|PUREZA DE MARIA||cc.purezademaria.madrid@educa.madrid.org|443310.0|4473269.0|0.0|1
RELIGIOSAS DE LA UNION CRISTIANA DE SAINT CHAUMOND|079|Chamartín|de Rodríguez Marín|CENTRO DOCENTE EXTRANJERO EN ESPAÑA|5|28002|PRIVADO|||CEXTRAN ESP|30-32|915635250|28017807|http://www.saintchaumond.es|Madrid-Capital|094|Madrid|05|915633619|4477474.0|442258.0|CALLE|UNION CHRETIENNE DE ST.CHAUMOND (FRANC.)||direction@saintchaumond.es|442258.0|4477474.0|0.0|1
